noft_ocrn_dt,crtr_ymd,noft_se_cd,noft_se_nm,noft_ttl,noft_cn,nonstop_yn,upbdnb_se,xcse_sitn_bgng_dt,xcse_sitn_end_dt,line_nm_lst,stn_sctn_cd_lst,event_tags,primary_tag,primary_tag_ko,crowd_relevance,has_protest_kw,has_nonstop_kw,has_event_kw
2021-07-03T11:27:44,20210703,6,기타,도심 집회 따른 열차이용 안내,시민고객 여러분께 안내드립니다. 여의대로 도심 집회로 역사가 혼잡 할 수 있으니 열차 이용에 참고하여 주시기 바랍니다. 감사합니다. 07-03 11:26:49,N,,,,,,protest,protest,시위·집회,medium,true,false,false
2021-07-03T13:15:50,20210703,6,기타,열차이용안내,"금일 여의도역, 여의나루역, 광화문역 등은 전국노동자대회 집회로 인하여 혼잡이 예상되며 상황에 따라 무정차 통과할 수 있습니다. 해당역을 이용하실 고객 여러분께서는 열차이용에 참고하시기 바랍니다. -서울교통공사- 07-03 13:14:55",Y,,2021-07-03T00:00:00,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-07-03T14:01:50,20210703,6,기타,무정차 통과,"금일 전국노동자대회 집회 관련 1,3,5호선 열차가 종로3가역을 무정차 통과하고 있습니다. 해당역을 이용하실 고객님께서는 열차이용에 참고하시기 바랍니다. -서울교통공사- 07-03 14:00:55",Y,,,,"1호선, 3호선, 5호선","0153, 0319, 2535",protest;nonstop,protest,시위·집회,high,true,true,false
2021-07-03T15:32:01,20210703,6,기타,열차 정상운행,"전국노동자대회 집회 관련 13:50부터 실시했던 종로3가역 1,3,5호선 무정차 통과는 15:25부로 정상운행 중에 있습니다. -서울교통공사- 07-03 15:31:06",Y,,,2021-07-03T15:25:00,"1호선, 3호선, 5호선","0153, 0319, 2535",protest;nonstop,protest,시위·집회,high,true,true,false
2021-08-13T18:08:52,20210813,6,기타,광복절 집회 무정차 통과 사전 안내,"오는 8월 14일, 15일 대규모 도심집회가 예정되어 있어 승객안전 및 코로나19 확산 방지를 위하여 광화문, 시청, 경복궁, 을지로입구, 종각, 안국 등 6개역에 대하여 무정차 통과가 예정되어 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. -서울교통공사- 08-13 18:08:43",Y,,2021-08-14T00:00:00,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-08-14T20:15:00,20210814,6,기타,광복절 집회 무정차 통과 사전 안내,"오는 8월15일 대규모 도심집회가 예정되어 있어 승객안전 및 코로나19 확산 방지를 위하여 광화문, 시청, 경복궁, 을지로입구, 종각, 안국 등 6개역에 대하여 무정차 통과가 예정되어 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. -서울교통공사- 08-14 20:14:50",Y,,2021-08-15T00:00:00,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-08-15T12:00:15,20210815,6,기타,광복절 집회 무정차 통과 사전 안내,"금일 대규모 도심집회가 예정되어 있어 승객안전 및 코로나19 확산 방지를 위하여 광화문, 시청, 경복궁, 을지로입구, 종각, 안국 등 6개역에 대하여 무정차 통과가 예정되어 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 08-15 12:00:05",Y,,2021-08-15T00:00:00,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-08-15T13:43:08,20210815,6,기타,광복절 집회 무정차 통과 안내,"금일 13:50경부터 1,2호선 시청역, 3호선 경복궁역, 5호선 광화문역 등 3개역에 대해 무정차 통과를 시행합니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 08-15 13:42:58",Y,,,,"1호선, 2호선, 3호선, 5호선","0151, 0201, 2534, 0317",protest;nonstop,protest,시위·집회,high,true,true,false
2021-08-15T13:50:40,20210815,6,기타,광복절 집회 무정차 통과,"금일 13:50분 현시각 부터 1,2호선 시청역, 3호선 경복궁역, 5호선 광화문역 등 3개역에 대해 무정차 통과를 시행하고 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 08-15 13:50:30",Y,,,,"1호선, 2호선, 3호선, 5호선","0151, 0201, 2534, 0317",protest;nonstop,protest,시위·집회,high,true,true,false
2021-08-15T14:30:19,20210815,6,기타,열차 정상운행,"광복절 도심 집회관련 시청역(1,2호선), 경복궁역(3호선), 광화문역(5호선)역 무정차 통과는 14:30부터 전호선 정상운행 합니다. 08-15 14:30:09",Y,,,2021-08-15T14:30:00,"1호선, 2호선, 3호선, 5호선","0151, 0201, 2534, 0317",protest;nonstop,protest,시위·집회,high,true,true,false
2021-09-08T14:43:41,20210908,1,화재,(훈련상황) 4호선 동작역사 화재발생,"(훈련상황) 4호선 동작역사 화재발생으로 열차운행이 서울(4)역부터 사당(4)역까지 운행중단 되었습니다.
대체교통수단으로 셔틀버스 7대 운행 중 입니다. 
열차이용에 참고하시기 바랍니다.  09-08 14:43:19",Y,,,,4호선,0431,nonstop,nonstop,무정차,medium,false,false,false
2021-10-20T10:24:39,20211020,6,기타,도심 집회 따른 열차이용 안내,"오늘 10월 20일 도심 집회가 예정되어 있어 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 시청(1,2), 경복궁 4개역에 무정차 통과가 예정되어 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 10-20 10:23:57",Y,,2021-10-20T00:00:00,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-10-20T11:31:40,20211020,6,기타,도심 집회 따른 열차이용 안내,"오늘 10월 20일 도심 집회가 예정되어 있어 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 종각, 시청(1,2), 경복궁, 안국 6개역에 무정차 통과가 예정되어 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 10-20 11:30:58",Y,,2021-10-20T00:00:00,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-10-20T12:31:29,20211020,6,기타,도심 집회 따른 열차이용 안내,"현재 도심 집회로 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 종각, 시청(1,2), 경복궁, 안국 6개역에 12시30분부로 무정차 통과하고 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 10-20 12:30:48",Y,,,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-10-20T13:37:10,20211020,6,기타,도심 집회 따른 열차이용 안내,"현재 도심 집회로 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 종각, 시청(1,2), 경복궁, 안국역 6개역에 12시30분부로 무정차 통과하고 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다.
(※ 안국역은 13시30분부로 열차 정상운행) 10-20 13:36:28",Y,,,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-10-20T13:52:42,20211020,6,기타,도심 집회 따른 열차이용 안내,"현재 도심 집회로 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 종각, 시청(1,2), 경복궁 5개역에 13시30분부로 무정차 통과하고 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 10-20 13:52:00",Y,,,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-10-20T14:40:47,20211020,6,기타,도심 집회 종료에 따른 열차이용 안내,"도심 집회관련 광화문, 종각, 시청(1,2), 경복궁 5개역 무정차 통과는 14시 40분로 열차 정상 운행하고 있습니다. 10-20 14:40:05",Y,,,2021-10-20T14:40:00,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-10-22T12:00:45,20211022,6,기타,장애인단체 장애인권리예산 쟁취 요구 4호선 지하철 타기 사전예고,"서울교통공사에서 알려드립니다
오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인권리예산 쟁취"" 지하철 타기가 있을 예정입니다.
이에 따라 4호선 열차운행이 상당시간 지연될 수 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다. 10-22 12:00:02",N,,,,4호선,"0420, 0421, 0422, 0423, 0424, 0425, 0426",protest,protest,시위·집회,medium,true,false,false
2021-10-22T13:50:59,20211022,6,기타,장애인단체 장애인권리예산 쟁취 요구 4호선 지하철 타기 사전예고,"서울교통공사에서 알려드립니다
오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인권리예산 쟁취"" 지하철 타기가 있을 예정입니다.
이에 따라 4호선 열차운행이 상당시간 지연될 수 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다. 10-22 13:50:16",N,,,,4호선,"0420, 0421, 0422, 0423, 0424, 0425, 0426",protest,protest,시위·집회,medium,true,false,false
2021-10-22T14:22:00,20211022,5,단순지연,장애인단체 장애인권리예산 쟁취 요구 4호선 지하철 타기로 열차지연,"서울교통공사에서 알려드립니다
지금 현재 4호선 혜화역에서 서울역까지 ""장애인권리예산 쟁취"" 지하철 타기가 진행되고 있습니다.
이에 따라 4호선 열차운행이 지연되고 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다. 10-22 14:21:17",N,,,,4호선,"0420, 0421, 0422, 0423, 0424, 0425, 0426",protest,protest,시위·집회,medium,true,false,false
2021-10-22T15:37:28,20211022,5,단순지연,장애인단체 장애인권리예산 쟁취 요구 4호선 열차 지연은 정상운행,"장애인단체 ""장애인권리예산 쟁취"" 요구 4호선 지하철 타기 열차지연은
15시 23분부로 4호선 열차 정상운행입니다.
열차 이용에 불편을 드려 대단히 죄송합니다.
 10-22 15:36:45",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2021-10-29T11:07:09,20211029,6,기타,장애인단체 1호선 지하철 타기 시위 사전예고,"서울교통공사에서 알려드립니다.
오늘 오후 1시부터 1호선 서울역에서 시청역까지
""장애인 이동권 약속 이행"" 지하철 타기가 있을 예정입니다.
이에 따라 1호선 열차운행이 상당시간 지연될 수 있사오니
이점 참고하시어 열차를 이용하여 주시기 바랍니다. 10-29 11:06:23",N,,,,1호선,"0150, 0151",protest,protest,시위·집회,medium,true,false,false
2021-10-29T13:31:35,20211029,6,기타,장애인단체 1호선 지하철 타기 시위 종료,"서울교통공사에서 알려드립니다.
1호선 서울역에서 시청역까지
""장애인 이동권 약속 이행"" 지하철 타기가 종료되어
현재 1호선 열차 정상운행되고 있습니다. 10-29 13:30:49",N,,,,1호선,"0150, 0151",protest,protest,시위·집회,medium,true,false,false
2021-11-03T11:01:42,20211103,6,기타,4호선 미아역 상하선 열차 무정차 통과,4호선 미아역 연기발생 관련 안전조치 관계로 10:47부터 미아역(상하선) 무정차 통과하고 있으니 열차이용에 참고바랍니다. 열차이용에 불편을 드려 죄송합니다.   11-03 11:00:53,Y,"상행, 하행",,,4호선,0415,nonstop,nonstop,무정차,medium,false,true,false
2021-11-03T11:41:38,20211103,6,기타,4호선 미아역 하선 열차 무정차 통과,4호선 미아역 연기발생 관련 안전조치 관계로 10:47부터 미아역(하선) 무정차 통과하고 있으니 열차이용에 참고바랍니다. 열차이용에 불편을 드려 죄송합니다. ※ 11:36부로 상선 정상운행 중 11-03 11:40:49,Y,상행,,,4호선,0415,nonstop,nonstop,무정차,medium,false,true,false
2021-11-03T11:50:02,20211103,6,기타,4호선 미아역 열차 정상운행,4호선 미아역 연기발생 관련 열차 무정차 통과는 11:47부로 정상운행 중이오니 열차이용에 참고바랍니다. 열차이용에 불편을 드려 죄송합니다. 11-03 11:49:14,Y,,,2021-11-03T11:47:00,4호선,0415,nonstop,nonstop,무정차,medium,false,true,false
2021-11-12T15:38:23,20211112,6,기타,장애인 단체 시위로 5호선 방화 방면 상선 열차 운행 중지,금일 15:05경 5호선 여의도역 상선 장애인 단체의 열차운행 방해로 현재 방화 방면 열차 운행이 중지 중입니다. 열차 이용에 참고하시기 바랍니다. - 서울교통공사 종합관제단 - 11-12 15:37:30,N,상행,,,5호선,2527,protest,protest,시위·집회,medium,true,false,false
2021-11-12T15:51:53,20211112,6,기타,장애인 단체 시위 종료로 5호선 열차 정상운행,금일 15:05경 발생한 5호선 여의도역 상선 장애인 단체의 시위 종료로 현재 열차 정상운행 중입니다. 열차 이용에 참고하시기 바랍니다. - 서울교통공사 종합관제단 - 11-12 15:51:00,N,상행,,,5호선,2527,protest,protest,시위·집회,medium,true,false,false
2021-11-13T10:37:42,20211113,6,기타,도심 집회 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 광화문역 등 주요역에 무정차 통과가 실시될 수 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. -서울교통공사- 11-13 10:36:48",Y,,2021-11-13T00:00:00,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-11-13T12:29:50,20211113,6,기타,도심 집회 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 광화문역 등 주요역에 12:30분부터 무정차 통과 시행 중입니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 감사합니다. 11-13 12:28:57",Y,,,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-11-13T13:08:20,20211113,6,기타,도심 집회 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 시청(1,2호선), 종각역, 을지로입구역, 경복궁역, 안국역, 광화문역 등 주요역에 12:30분부터 무정차 통과 시행 중입니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 감사합니다. 11-13 12:28:57 11-13 13:07:27",Y,,,,"1호선, 2호선","0202, 0151, 0201, 0152",protest;nonstop,protest,시위·집회,high,true,true,false
2021-11-13T13:38:42,20211113,6,기타,도심 집회 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 13:40분부터 동대문역(1,4호선) 열차 무정차 통과 추가 시행 중, 무정차 통과 시행 중 13시 45분 부로 1호선 종각역, 3호선 안국역 열차 정상운행, 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 감사합니다. 11-13 13:37:48",Y,,,2021-11-13T13:40:00,"1호선, 3호선, 4호선","0155, 0421",protest;nonstop,protest,시위·집회,high,true,true,false
2021-11-13T13:58:17,20211113,6,기타,도심 집회 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 시행중이던 무정차 통과는 14시 00분부로 전구간 정상운행합니다. 감사합니다. 

 11-13 13:57:24",Y,,,2021-11-13T14:00:00,,,protest;nonstop,protest,시위·집회,high,true,true,false
2021-11-17T15:58:58,20211117,6,기타,4호선 열차 운행중단 안내,15:40경 4호선 당고개역 상인상선 진입 중 열차 고장으로 4호선(당고개역~한성대입구역) 상하선 운행중지 됨을 알려드립니다. 열차이용에 불편을 드려 대단히 죄송합니다.   11-17 15:58:02,Y,"상행, 하행",,,4호선,"0409, 0410, 0411, 0412, 0413, 0414, 0415, 0416, 0417, 0418, 0419",nonstop,nonstop,무정차,medium,false,false,false
